,	O	O
Greifswald	B-LOC	B-PER
.	O	O
"43
"	O	O
"
"	O	O
"
"	O	O
ALTENSTAIG	B-PER	B-PER
Johannes	I-PER	I-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
,	O	O
1522	B-DATE	B-DATE
".
"	O	O
Vocabularius	O	O
Joan	B-PER	O
nis	I-PER	O
Altenstaig	I-PER	B-PER
Mindelhaimensis	B-LOC	O
".
"	O	O
Vocum	O	O
que	O	O
in	O	O
opere	O	O
grammatico	O	O
plurimorum	O	O
"continentur:
"	O	O
breuis	O	O
et	O	O
vera	O	O
"interpretatio.
"	O	O
Directorium	O	O
vocabu-	O	O
lorum	O	O
iuxta	O	O
Alphabeti	O	O
"ordinem:
"	O	O
indi-ce	O	O
certo	O	O
perlatum.	O	O
Henrici	B-PER	O
Bebelij	I-PER	O
"Epigramma.
"	O	O
"
"	O	O
(4	O	O
distiques	O	O
"latins.)
"	O	O
A	O	O
la	O	O
fin:	O	O
Henricus	B-PER	B-PER
Gran	I-PER	I-PER
chalcographus	O	O
Hagenauensis	B-LOC	O
"
"	O	O
in	O	O
officina	O	O
sua	O	O
expensis	O	O
circumspecti	O	O
viri	O	O
Joan	B-PER	O
nis	I-PER	O
Rynman	I-PER	O
"
"	O	O
de	O	O
Oringaw	O	O
archibiblio!	O	O
pole:	O	O
impressit	O	O
A	O	O
no	O	O
gratie.	O	O
"M.
"	O	O
quingentesimo	O	O
xxij.	O	O
mense	O	O
Mar	O	O
"tio.
"	O	O
in-4°,	O	O
car.	O	O
goth.,	O	O
2	O	O
col.,	O	O
38	O	O
ff.	O	O
non	O	O
ch.,	O	O
CXIX	O	O
ff.	O	O
ch.	O	B-PER
—	O	O
1	O	O
f.	O	O
"blanc,
"	O	O
initiale	O	O
ornée	O	O
A,	O	O
titre	O	O
courant,	O	O
titre	O	O
encadré	O	O
(H&amp;B,	O	O
Planche	O	O
LXIV,	O	O
n°	O	O
"2).
"	O	O
Au	O	O
verso	O	O
du	O	O
titre:	O	O
Osualdus	O	O
molitor	O	B-PER
Lucernus.	O	O
M.	O	O
"Joanni
"	O	O
Xilo	O	O
tecto	O	O
Canonico	O	O
Lucerno.	O	O
(30	O	O
ff.	O	O
non	O	O
"ch.)
"	O	O
fol.	O	O
A	O	O
2a:	O	O
Dictionum	O	O
"Index.
"	O	O
fol.	O	O
a:	O	O
Nouveau	O	O
titre...	O	O
Opus	O	O
emendatum	O	O
et	O	O
denuo	O	O
"re¬
"	O	O
visum	O	O
ab	O	O
ipso	O	O
operis	O	O
autore.	O	O
Nouvel	O	O
encadrement.	O	O
(H&amp;	O	O
B,	O	O
"Planche
"	O	O
LXVI	O	O
No	O	O
"3.)
"	O	O
fol.	O	O
a	O	O
2	O	O
non	O	O
ch.:	O	O
Joannes	B-PER	O
Altenstaig	I-PER	B-PER
Joan	B-PER	O
ni	I-PER	O
Rynman	I-PER	O
"Archi¬
"	O	O
"bibliopole...
"	O	O
fol.	O	O
a	O	O
5	O	O
non	O	O
ch.:	O	O
Index	O	O
"operis.
"	O	O
Réimpression	O	O
de	O	O
l’édition	O	O
de	O	O
1516,	O	O
le	O	O
Directorium	O	O
"vocabularum
"	O	O
vient	O	O
ici	O	O
avant	O	O
l’Opus	O	O
"emendatum.
"	O	O
C133419.	O	O
Prov.:	O	O
Brockhaus,	O	O
Leipsic	B-LOC	O
,	O	O
27/11	O	O
1875;	O	O
6	O	O
M.,	O	O
notes	O	O
"mss.
"	O	O
GPB	O	B-PER
III,	O	O
7209:	O	O
Munich	B-LOC	B-PER
".
"	O	O
"44
"	O	O
"
"	O	O
"
"	O	O
ALTHAMER	B-PER	B-PER
Andreas	I-PER	I-PER
"
"	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
J.	B-PER	O
Schott	I-PER	B-PER
,	O	O
1527	B-DATE	B-DATE
".
"	O	O
ANDRAE]	B-PER	O
ALTHAMERI	I-PER	O
]	O	O
BRENZII!	O	O
Annotationes	O	O
in	O	O
"Episto¬
"	O	O
lam!	O	O
beati	O	O
Jacobi	O	B-PER
iamprimum	O	O
editaeCum	O	O
"Indice.
"	O	O
Argentorati	B-LOC	B-LOC
apud	O	O
Joannem!	B-PER	O
Schottum	I-PER	O
1527	B-DATE	B-DATE
".
"	O	O
(Verso	O	O
"blanc)
"	O	O
in-80,	O	O
Car.	O	O
ital.,	O	O
56	O	O
ff.	O	O
ch.	O	B-PER
—	O	O
4	O	O
non	O	O
ch.	O	B-PER
(Index,	O	O
2	O	O
col.)	O	O
notes	O	O
"marg.,
"	O	O
au	O	O
recto	O	O
du	O	O
dernier	O	O
f.	O	O
marque	O	O
typogr.	O	O
de	O	O
Schott	I-PER	B-PER
.	O	O
(HAB,	O	O
Planche	O	O
"IV,
"	O	O
n°	O	O
9)	O	O
titre	O	O
courant,	O	O
réclames,	O	O
titre	O	O
encadré.	O	O
(H	O	O
&amp;	O	O
B,	O	O
Planche	O	O
IX,	O	O
n°	O	O
"8.)
"	O	O
*E112469,	O	O
Prov.:	O	O
L.	B-PER	B-DATE
Rosenthal	I-PER	B-PER
,	O	O
Munich	B-LOC	B-PER
,	O	O
18/xII	O	O
1889,	O	O
10	O	O
"M.
"	O	O
Schmidt	O	B-PER
II,	O	O
No	O	O
102:	O	O
Stuttgart	B-LOC	B-PER
;	O	O
GPB	O	B-PER
III,	O	O
7369:	O	O
Berlin	B-LOC	B-PER
,	O	O
Munich	B-LOC	B-PER
",
"	O	O
Vienne	B-LOC	B-PER
,	O	O
Marbourg	B-LOC	B-PER
,	O	O
Bonn	B-LOC	B-PER
".
"	O	O
"45
"	O	O
"
"	O	O
ALTVATER	B-PER	O
.	O	O
Voir:	O	O
LEBEN	O	O
der	O	O
heiligen	O	O
Altväter	B-PER	O
".
"	O	O
"
"	O	O
"
"	O	O
1166	O	O
"
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
De	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
Sermones	O	O
dominicales	O	O
peruti	O	O
les	O	O
a	O	O
quodam	O	O
fratre	O	O
"hun¬
"	O	O
garo	O	O
ordinis	O	B-PER
Minorum	O	I-PER
de	O	O
obser!	O	O
vantia	O	O
comportati.	O	O
"Biga
"	O	O
salutis!	O	O
intitulati	O	O
feliciter	O	O
incipiunt,	O	O
(Verso	O	O
"blanc.)
"	O	O
A	O	O
la	O	O
fin:	O	O
Sermones	O	O
dominicales...	O	O
Impensis	O	O
quoque	O	O
"et
"	O	O
sum-	O	O
ptibus	O	O
providi	O	O
viri	O	O
Johannis	B-PER	B-PER
rvmman	I-PER	O
(!)	O	O
de	O	O
"Orin¬
"	O	O
gawe:	O	O
per	O	O
industrium	O	O
Hen	B-PER	O
ricum	I-PER	O
Gran	I-PER	B-PER
in	O	O
Imperiali	O	O
"op¬
"	O	O
pido	O	O
Ha	O	O
genaw	O	O
inibi	O	O
incolam	O	O
diligentissime	O	O
"emen-dateque
"	O	O
impressi	O	O
Finiunt	O	O
feliciter	O	O
Anno!	O	B-DATE
ab	O	O
incarnatione	O	O
"domini.
"	O	O
M.	O	O
D.	O	O
Il.	O	B-DATE
Die	O	O
vero!	O	O
xvii.	O	O
"Februarii,
"	O	O
(Verso	O	O
"blanc.)
"	O	O
A-2,	O	O
aa-hh,	O	O
titre	O	O
courant,	O	O
init.	O	O
d’attente.	O	O
Fol,	O	O
2	O	O
non	O	O
ch.:	O	O
"Prologus.
"	O	O
In-4°,	O	O
car.	O	O
goth.,	O	O
2	O	O
col.,	O	O
124	O	O
sermons,	O	O
436	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
"a-,
"	O	O
R101.419.	O	O
Prov.:	O	O
BN	O	O
Munich	B-LOC	B-PER
24/V	O	O
1877;	O	O
sans	O	O
indic.	O	O
de	O	O
"prix.
"	O	O
Annotations	O	O
mss.;	O	O
au	O	O
milieu	O	O
du	O	O
titre:	O	O
Ad	O	O
Monasterium	O	B-PER
Windberg	B-LOC	O
".
"	O	O
"1816
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
DE	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
"
"	O	O
Sermones	O	O
Quadragesimales	O	O
Pomerii	O	O
fratris	O	O
"
"	O	O
"Pelbarti
"	I-PER	O
de!	I-PER	O
"Themeswar
"	I-PER	O
"
"	O	O
"Pelbarti
"	I-PER	O
de!	I-PER	O
"Themeswar
"	I-PER	O
divi	O	O
ordinis	O	B-PER
sancti!	O	O
Francisci	O	O
"incipiunt
"	O	O
"feliciter,
"	O	O
"
"	O	O
(Verso	O	O
"blanc.)
"	O	O
A	O	O
la	O	O
fin:	O	O
Sermones	O	O
tripartiti	O	O
Quadragesimales...	O	O
"Im¬
"	O	O
pressique	O	O
ac	O	O
diligenteremendati	O	O
expensis	O	O
providi	O	O
"
"	O	O
"Johan¬
"	I-PER	O
nis	I-PER	O
"Rymman
"	I-PER	O
"
"	O	O
"Johan¬
"	I-PER	O
nis	I-PER	O
"Rymman
"	I-PER	O
(!)	O	O
in	O	O
im	O	O
periali	O	O
oppido	O	O
Hagenaw	O	O
per	O	O
"indu¬
"	O	O
striosum	O	O
Hen	B-PER	O
ricum	I-PER	O
Gran	I-PER	B-PER
Finiunt	O	O
feliciter	O	O
Anno	O	B-DATE
"salutis
"	O	O
nostre	O	O
Millesimo	O	O
quingentesimo	O	O
secundo,	O	O
x.	O	B-DATE
die	O	O
"mensis
"	O	O
Junii.	O	O
(Verso	O	O
"blanc.)
"	O	O
In-fol.,	O	O
car.	O	O
goth.,	O	O
2	O	O
col.,	O	O
110	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
a–p,	O	O
titre	O	O
"courant,
"	O	O
init,	O	O
"d’attente.
"	O	O
R10.346	O	O
(1).	O	O
Prov.	O	O
:	O	O
Bibl.	O	O
Ch.	O	B-PER
Schmidt	O	I-PER
avec	O	I-PER
son	O	O
ex-libris	O	O
et	O	O
"son
"	O	O
autographe,	O	O
daté	O	O
du	O	O
8	O	O
octobre	O	O
1842.	O	O
Note	O	O
ms,	O	O
en	O	O
haut	O	O
du	O	O
titre:	O	O
"Liber
"	O	O
Conventus	O	B-PER
Hammonensis.	O	O
Fol.	O	O
a	O	O
2	O	O
"manque.
"	O	O
2ème	O	O
ex.	O	O
R10.357(2).	O	O
Prov.:	O	O
BN	O	O
Munich	B-LOC	B-PER
28/XII	B-DATE	O
1877	I-DATE	O
".
"	O	O
BM	O	O
Strasbourg	B-LOC	B-LOC
;	O	O
Oxford	B-LOC	B-PER
,	O	O
Bibl.	O	O
Bodleiana;	O	O
Proctor	O	B-PER
II	O	B-DATE
Sectio	O	O
"I
"	O	O
n°	O	O
11615:	O	O
Londres	B-LOC	B-PER
,	O	O
Brit.	O	O
"Museum.
"	O	O
"1817
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
DE	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
Sermones	O	O
Pomerii	O	O
de	O	O
Sanctis	O	O
Hyemales	O	O
et	O	O
"Estivales
"	O	O
editi	O	O
per	O	O
Fratrem	O	O
Pelbartum	B-PER	O
de	O	O
Theme-	I-PER	O
swar	I-PER	O
divi	O	O
"Or¬
"	O	O
dinis	O	O
sancti	O	B-PER
"Francisci.
"	O	O
(Verso	O	O
"blanc.)
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
De	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
Sermones	O	O
dominicales	O	O
peruti	O	O
les	O	O
a	O	O
quodam	O	O
fratre	O	O
"hun¬
"	O	O
garo	O	O
ordinis	O	B-PER
Minorum	O	I-PER
de	O	O
obser!	O	O
vantia	O	O
comportati.	O	O
"Biga
"	O	O
salutis!	O	O
intitulati	O	O
feliciter	O	O
incipiunt,	O	O
(Verso	O	O
"blanc.)
"	O	O
A	O	O
la	O	O
fin:	O	O
Sermones	O	O
dominicales...	O	O
Impensis	O	O
quoque	O	O
"et
"	O	O
sum-	O	O
ptibus	O	O
providi	O	O
viri	O	O
Johannis	B-PER	B-PER
rvmman	I-PER	O
(!)	O	O
de	O	O
"Orin¬
"	O	O
gawe:	O	O
per	O	O
industrium	O	O
Hen	B-PER	O
ricum	I-PER	O
Gran	I-PER	B-PER
in	O	O
Imperiali	O	O
"op¬
"	O	O
pido	O	O
Ha	O	O
genaw	O	O
inibi	O	O
incolam	O	O
diligentissime	O	O
"emen-dateque
"	O	O
impressi	O	O
Finiunt	O	O
feliciter	O	O
Anno!	O	B-DATE
ab	O	O
incarnatione	O	O
"domini.
"	O	O
M.	O	O
D.	O	O
Il.	O	B-DATE
Die	O	O
vero!	O	O
xvii.	O	O
"Februarii,
"	O	O
(Verso	O	O
"blanc.)
"	O	O
A-2,	O	O
aa-hh,	O	O
titre	O	O
courant,	O	O
init.	O	O
d’attente.	O	O
Fol,	O	O
2	O	O
non	O	O
ch.:	O	O
"Prologus.
"	O	O
In-4°,	O	O
car.	O	O
goth.,	O	O
2	O	O
col.,	O	O
124	O	O
sermons,	O	O
436	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
"a-,
"	O	O
R101.419.	O	O
Prov.:	O	O
BN	O	O
Munich	B-LOC	B-PER
24/V	O	O
1877;	O	O
sans	O	O
indic.	O	O
de	O	O
"prix.
"	O	O
Annotations	O	O
mss.;	O	O
au	O	O
milieu	O	O
du	O	O
titre:	O	O
Ad	O	O
Monasterium	O	B-PER
Windberg	B-LOC	O
".
"	O	O
"1816
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
DE	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
"
"	O	O
Sermones	O	O
Quadragesimales	O	O
Pomerii	O	O
fratris	O	O
"
"	O	O
"Pelbarti
"	I-PER	O
de!	I-PER	O
"Themeswar
"	I-PER	O
"
"	O	O
"Pelbarti
"	I-PER	O
de!	I-PER	O
"Themeswar
"	I-PER	O
divi	O	O
ordinis	O	B-PER
sancti!	O	O
Francisci	O	O
"incipiunt
"	O	O
"feliciter,
"	O	O
"
"	O	O
(Verso	O	O
"blanc.)
"	O	O
A	O	O
la	O	O
fin:	O	O
Sermones	O	O
tripartiti	O	O
Quadragesimales...	O	O
"Im¬
"	O	O
pressique	O	O
ac	O	O
diligenteremendati	O	O
expensis	O	O
providi	O	O
"
"	O	O
"Johan¬
"	I-PER	O
nis	I-PER	O
"Rymman
"	I-PER	O
"
"	O	O
"Johan¬
"	I-PER	O
nis	I-PER	O
"Rymman
"	I-PER	O
(!)	O	O
in	O	O
im	O	O
periali	O	O
oppido	O	O
Hagenaw	O	O
per	O	O
"indu¬
"	O	O
striosum	O	O
Hen	B-PER	O
ricum	I-PER	O
Gran	I-PER	B-PER
Finiunt	O	O
feliciter	O	O
Anno	O	B-DATE
"salutis
"	O	O
nostre	O	O
Millesimo	O	O
quingentesimo	O	O
secundo,	O	O
x.	O	B-DATE
die	O	O
"mensis
"	O	O
Junii.	O	O
(Verso	O	O
"blanc.)
"	O	O
In-fol.,	O	O
car.	O	O
goth.,	O	O
2	O	O
col.,	O	O
110	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
a–p,	O	O
titre	O	O
"courant,
"	O	O
init,	O	O
"d’attente.
"	O	O
R10.346	O	O
(1).	O	O
Prov.	O	O
:	O	O
Bibl.	O	O
Ch.	O	B-PER
Schmidt	O	I-PER
avec	O	I-PER
son	O	O
ex-libris	O	O
et	O	O
"son
"	O	O
autographe,	O	O
daté	O	O
du	O	O
8	O	O
octobre	O	O
1842.	O	O
Note	O	O
ms,	O	O
en	O	O
haut	O	O
du	O	O
titre:	O	O
"Liber
"	O	O
Conventus	O	B-PER
Hammonensis.	O	O
Fol.	O	O
a	O	O
2	O	O
"manque.
"	O	O
2ème	O	O
ex.	O	O
R10.357(2).	O	O
Prov.:	O	O
BN	O	O
Munich	B-LOC	B-PER
28/XII	B-DATE	O
1877	I-DATE	O
".
"	O	O
BM	O	O
Strasbourg	B-LOC	B-LOC
;	O	O
Oxford	B-LOC	B-PER
,	O	O
Bibl.	O	O
Bodleiana;	O	O
Proctor	O	B-PER
II	O	B-DATE
Sectio	O	O
"I
"	O	O
n°	O	O
11615:	O	O
Londres	B-LOC	B-PER
,	O	O
Brit.	O	O
"Museum.
"	O	O
"1817
"	O	O
"
"	O	O
PELBARTUS	B-PER	B-PER
DE	I-PER	O
THEMESWAR	I-PER	B-PER
"
"	O	O
Haguenau	B-LOC	B-PER
,	O	O
H.	B-PER	O
Gran	I-PER	B-PER
1502	B-DATE	B-DATE
"
"	O	O
Sermones	O	O
Pomerii	O	O
de	O	O
Sanctis	O	O
Hyemales	O	O
et	O	O
"Estivales
"	O	O
editi	O	O
per	O	O
Fratrem	O	O
Pelbartum	B-PER	O
de	O	O
Theme-	I-PER	O
swar	I-PER	O
divi	O	O
"Or¬
"	O	O
dinis	O	O
sancti	O	B-PER
"Francisci.
"	O	O
(Verso	O	O
"blanc.)
"	O	O
"
"	O	O
"
"	O	O
VALERIANUS	B-PER	B-PER
Johannes	I-PER	I-PER
Pierius	I-PER	I-PER
Strasbourg	B-LOC	B-LOC
,	O	O
M.	B-PER	O
Schürer	I-PER	B-PER
,	O	O
1513	B-DATE	B-DATE
"
"	O	O
Pierii	B-PER	O
Valeriani	I-PER	O
De	O	O
Hono-ribus	O	O
illustrissimo	O	O
ac	O	O
"reueren¬
"	O	O
dissimo	O	O
Gur	O	O
]	O	O
censi	O	O
Caesareo	O	O
totius	O	O
Italiae	O	O
vicario	O	O
"urbem
"	O	O
ingredienti	O	O
"habitisEpistola.
"	O	O
Panegyris	O	O
R.	O	O
D.	O	O
Matthei	O	O
Episcopi	O	O
Gurc.Per	O	O
Ian.	O	O
"Fran.
"	O	O
Vitalem	O	O
Panor-mium,	O	O
cum	O	O
versiculis	O	O
doctiss,	O	O
viro!	O	O
"rum.
"	O	O
Hieronymi	B-PER	O
Nogaroli	I-PER	O
Comitis	O	O
ad	O	O
Ma-ximilianum	O	O
"Aug.
"	O	O
pro!!	O	O
Vicentinis	O	O
habita!	O	O
"Oratio.
"	O	O
A	O	O
la	O	O
fin	O	O
:	O	O
Argentorati	B-LOC	B-LOC
,	O	O
in	O	O
Aedib.	O	O
Matthiae	B-PER	O
Schurerij	I-PER	O
(	O	O
"
"	O	O
"Seles¬
"	I-LOC	O
"tensis
"	I-LOC	O
"
"	O	O
"Seles¬
"	I-LOC	O
"tensis
"	I-LOC	O
Mense	O	O
Februario.Anno	B-DATE	O
M.	B-PER	O
D.	O	O
XIII.	I-DATE	B-DATE
"T.O.
"	O	O
"
"	O	O
Au	O	O
recto	O	O
du	O	O
f.	O	O
suivant,	O	O
marque	O	O
typ.	O	O
de	O	O
Math.	B-PER	B-PER
Schürer	I-PER	I-PER
".
"	O	O
(H.	O	O
&amp;	O	O
B.	O	O
Planche	O	O
XII,	O	O
No	O	O
"2.)
"	O	O
In-4°,	O	O
car,	O	O
rom.,	O	O
14	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
A-C,	O	O
init.	O	O
d’attente.	O	O
Au	O	O
verso	O	O
"du
"	O	O
titre	O	O
:	O	O
Beatus	B-PER	B-PER
Rhenanus	I-PER	I-PER
Matthiae	B-PER	O
Schürerio	I-PER	O
!!	O	O
Municipi	O	O
Suo	O	O
S.	O	O
D.	O	O
P....	O	O
"—
"	O	O
Ex	O	O
Basilea	O	O
Quarto	O	O
No-	O	O
I1	O	O
nas	O	O
Februarias	B-DATE	O
Anno.	I-DATE	B-DATE
M.	B-PER	O
D.	O	O
xiij.	I-DATE	O
"
"	O	O
&quot;R.	O	O
100.648.	O	O
Provenance	O	O
"inconnue.
"	O	O
Proctor	O	B-PER
II,	O	O
Sectio	O	O
I,	O	O
N°	O	O
10209	O	O
:	O	O
Londres	B-LOC	B-PER
,	O	O
British	O	B-PER
Museum;	O	O
"Schmidt
"	O	O
VIII,	O	O
No	O	O
95	O	O
:	O	O
jadis	O	B-PER
Bibl.	O	O
de	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
Incun.	O	O
No	O	O
76	O	O
et	O	O
Bibl.	O	O
Bâle	B-LOC	B-PER
;	O	O
"Ritter,
"	O	O
BM	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
N°	O	O
"2128.
"	O	O
"2369
"	O	O
"
"	O	O
VALERIANUS	B-PER	B-PER
PIERIUS	I-PER	I-PER
Johannes	I-PER	I-PER
Strasbourg	B-LOC	B-LOC
,	O	O
J.	B-PER	O
Albrecht	I-PER	B-PER
,	O	O
1534	B-DATE	B-DATE
"
"	O	O
Apologia	O	O
Ioan.	B-PER	O
Pierii	B-PER	O
Valeriani	I-PER	O
Be	O	O
lunen.	O	O
"Medicum!
"	O	O
familiae	O	O
Rhetoris.	O	O
Pro	O	O
Sacerdotum	O	O
"Barbis.
"	O	O
Sylva	O	O
Epistolaris	O	O
seu	O	O
Bar-ba	B-PER	O
Ioan	I-PER	O
.	O	O
Sapidi,	O	O
propter	O	O
"argu¬
"	O	O
menti	O	O
cognationem	O	O
"adiecta.
"	O	O
Argentinae	B-LOC	B-PER
ex	O	O
Officina	O	O
Ioan.	B-PER	O
Alberti	I-PER	O
.	O	O
"Anno
"	O	B-DATE
M.	B-PER	O
D.	O	O
XXXIIII.	I-DATE	B-DATE
Mense	O	O
Febr.	I-DATE	O
(Verso	O	O
"blanc.)
"	O	O
"
"	O	O
In-8°,	O	O
car.	O	O
ital.,	O	O
44	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
A-E,	O	O
titre	O	O
courant,	O	O
réclames,	O	O
"init.
"	O	O
à	O	O
fig.	O	O
A,	O	O
H,	O	O
C;	O	O
grav.	O	O
sur	O	O
bois	O	O
:	O	O
l’	O	O
évêque	B-PER	O
Sapidus	I-PER	B-PER
évêque	B-PER	O
Sapidus	I-PER	B-PER
,	O	O
au-dessus,	O	O
Sylva	O	O
"Episto¬
"	O	O
laris,	O	O
seu	O	O
!!	O	O
Barba	B-PER	O
Io.	I-PER	O
Sapidi	I-PER	O
,	O	O
en	O	O
bas	O	O
:	O	O
Barba	B-PER	O
viri	O	O
orna-	O	O
Il	O	B-DATE
mentum.	O	O
"La
"	O	O
même	O	O
grav.	O	O
se	O	O
trouve	O	O
au	O	O
verso	O	O
du	O	O
dernier	O	O
"f.
"	O	O
"
"	O	O
"
"	O	O
"
"	O	O
VALERIANUS	B-PER	B-PER
Johannes	I-PER	I-PER
Pierius	I-PER	I-PER
Strasbourg	B-LOC	B-LOC
,	O	O
M.	B-PER	O
Schürer	I-PER	B-PER
,	O	O
1513	B-DATE	B-DATE
"
"	O	O
Pierii	B-PER	O
Valeriani	I-PER	O
De	O	O
Hono-ribus	O	O
illustrissimo	O	O
ac	O	O
"reueren¬
"	O	O
dissimo	O	O
Gur	O	O
]	O	O
censi	O	O
Caesareo	O	O
totius	O	O
Italiae	O	O
vicario	O	O
"urbem
"	O	O
ingredienti	O	O
"habitisEpistola.
"	O	O
Panegyris	O	O
R.	O	O
D.	O	O
Matthei	O	O
Episcopi	O	O
Gurc.Per	O	O
Ian.	O	O
"Fran.
"	O	O
Vitalem	O	O
Panor-mium,	O	O
cum	O	O
versiculis	O	O
doctiss,	O	O
viro!	O	O
"rum.
"	O	O
Hieronymi	B-PER	O
Nogaroli	I-PER	O
Comitis	O	O
ad	O	O
Ma-ximilianum	O	O
"Aug.
"	O	O
pro!!	O	O
Vicentinis	O	O
habita!	O	O
"Oratio.
"	O	O
A	O	O
la	O	O
fin	O	O
:	O	O
Argentorati	B-LOC	B-LOC
,	O	O
in	O	O
Aedib.	O	O
Matthiae	B-PER	O
Schurerij	I-PER	O
(	O	O
"
"	O	O
"Seles¬
"	I-LOC	O
"tensis
"	I-LOC	O
"
"	O	O
"Seles¬
"	I-LOC	O
"tensis
"	I-LOC	O
Mense	O	O
Februario.Anno	B-DATE	O
M.	B-PER	O
D.	O	O
XIII.	I-DATE	B-DATE
"T.O.
"	O	O
"
"	O	O
Au	O	O
recto	O	O
du	O	O
f.	O	O
suivant,	O	O
marque	O	O
typ.	O	O
de	O	O
Math.	B-PER	B-PER
Schürer	I-PER	I-PER
".
"	O	O
(H.	O	O
&amp;	O	O
B.	O	O
Planche	O	O
XII,	O	O
No	O	O
"2.)
"	O	O
In-4°,	O	O
car,	O	O
rom.,	O	O
14	O	O
ff.	O	O
non	O	O
ch.,	O	O
sign.	O	O
A-C,	O	O
init.	O	O
d’attente.	O	O
Au	O	O
verso	O	O
"du
"	O	O
titre	O	O
:	O	O
Beatus	B-PER	B-PER
Rhenanus	I-PER	I-PER
Matthiae	B-PER	O
Schürerio	I-PER	O
!!	O	O
Municipi	O	O
Suo	O	O
S.	O	O
D.	O	O
P....	O	O
"—
"	O	O
Ex	O	O
Basilea	O	O
Quarto	O	O
No-	O	O
I1	O	O
nas	O	O
Februarias	B-DATE	O
Anno.	I-DATE	B-DATE
M.	B-PER	O
D.	O	O
xiij.	I-DATE	O
"
"	O	O
&quot;R.	O	O
100.648.	O	O
Provenance	O	O
"inconnue.
"	O	O
Proctor	O	B-PER
II,	O	O
Sectio	O	O
I,	O	O
N°	O	O
10209	O	O
:	O	O
Londres	B-LOC	B-PER
,	O	O
British	O	B-PER
Museum;	O	O
"Schmidt
"	O	O
VIII,	O	O
No	O	O
95	O	O
:	O	O
jadis	O	B-PER
Bibl.	O	O
de	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
Incun.	O	O
No	O	O
76	O	O
et	O	O
Bibl.	O	O
Bâle	B-LOC	B-PER
;	O	O
"Ritter,
"	O	O
BM	O	O
Strasbourg	B-LOC	B-LOC
,	O	O
N°	O	O
"2128.
"	O	O
"2369
"	O	O
"
"	O	O
VALERIANUS	B-PER	B-PER
PIERIUS	I-PER	I-PER
Johannes	I-PER	I-PER
Strasbourg	B-LOC	B-LOC
,	O	O
J.	B-PER	O
Albrecht	I-PER	B-PER
,	O	O
1534	B-DATE	B-DATE
"
"	O	O
Apologia	O	O
Ioan.	B-PER	O
Pierii	I-PER	O
Valeriani	I-PER	O
Be	O	O
lunen.	O	O
"Medicum!
"	O	O
familiae	O	O
Rhetoris.	O	O
Pro	O	O
Sacerdotum	O	O
"Barbis.
"	O	O
Sylva	O	O
Epistolaris	O	O
seu	O	O
Bar-ba	B-PER	O
Ioan	I-PER	O
.	O	O
Sapidi,	O	O
propter	O	O
"argu¬
"	O	O
menti	O	O
cognationem	O	O
"adiecta.
"	O	O
Argentinae	B-LOC	B-PER
ex	O	O
Officina	O	O
Ioan.	B-PER	O
Alberti	I-PER	O
.	O	O
"Anno
"	O	B-DATE
M.	B-DATE	O
D.	I-DATE	O
XXXIIII.	I-DATE	B-DATE
Mense	I-DATE	O
Febr.	I-DATE	O
(Verso	O	O
"blanc.)
"	O	O
"
"	O	O
In-8°,	O	O
car.	O	O
ital.,	O	O
44	O	O
ff.	O	O
non	O	O
